buurtcode2021;buurtnaam2021;GM_2021;GM2021;GM_NAAM;WK_2021;WK2021;WK_NAAM
16760400;Noordgouwe;GM1676;1676;Schouwen-Duiveland;WK167604;167604;Wijk 04 Noordgouwe
16760401;Schuddebeurs;GM1676;1676;Schouwen-Duiveland;WK167604;167604;Wijk 04 Noordgouwe
16760409;Verspreide huizen Noordgouwe en Schuddebeurs;GM1676;1676;Schouwen-Duiveland;WK167604;167604;Wijk 04 Noordgouwe
16760500;Bruinisse;GM1676;1676;Schouwen-Duiveland;WK167605;167605;Wijk 05 Bruinisse
16760501;Recreatiegebied;GM1676;1676;Schouwen-Duiveland;WK167605;167605;Wijk 05 Bruinisse
16760509;Verspreide huizen Bruinisse;GM1676;1676;Schouwen-Duiveland;WK167605;167605;Wijk 05 Bruinisse
16760600;Nieuwerkerk;GM1676;1676;Schouwen-Duiveland;WK167606;167606;Wijk 06 Nieuwerkerk
16760609;Verspreide huizen Nieuwerkerk;GM1676;1676;Schouwen-Duiveland;WK167606;167606;Wijk 06 Nieuwerkerk
16760700;Oosterland;GM1676;1676;Schouwen-Duiveland;WK167607;167607;Wijk 07 Oosterland
16760701;Sirjansland;GM1676;1676;Schouwen-Duiveland;WK167607;167607;Wijk 07 Oosterland
16760708;Verspreide huizen Sirjansland;GM1676;1676;Schouwen-Duiveland;WK167607;167607;Wijk 07 Oosterland
16760709;Verspreide huizen Oosterland;GM1676;1676;Schouwen-Duiveland;WK167607;167607;Wijk 07 Oosterland
16760800;Ouwerkerk;GM1676;1676;Schouwen-Duiveland;WK167608;167608;Wijk 08 Ouwerkerk
16760809;Verspreide huizen Ouwerkerk;GM1676;1676;Schouwen-Duiveland;WK167608;167608;Wijk 08 Ouwerkerk
16760900;Scharendijke;GM1676;1676;Schouwen-Duiveland;WK167609;167609;Wijk 09 Scharendijke
16760909;Verspreide huizen Scharendijke;GM1676;1676;Schouwen-Duiveland;WK167609;167609;Wijk 09 Scharendijke
16761000;Kerkwerve;GM1676;1676;Schouwen-Duiveland;WK167610;167610;Wijk 10 Kerkwerve
16761009;Verspreide huizen Kerkwerve;GM1676;1676;Schouwen-Duiveland;WK167610;167610;Wijk 10 Kerkwerve
16761100;Ellemeet;GM1676;1676;Schouwen-Duiveland;WK167611;167611;Wijk 11 Ellemeet
16761109;Verspreide huizen ten zuiden van Ellemeet;GM1676;1676;Schouwen-Duiveland;WK167611;167611;Wijk 11 Ellemeet
16761200;Haamstede;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761201;Burgh;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761202;Hogeweg;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761203;Westenschouwen;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761204;Kloosterweg en omgeving;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761205;Nieuw-Haamstede;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761208;Verspreide huizen in het Kleigebied;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761209;Verspreide huizen in het Zandgebied;GM1676;1676;Schouwen-Duiveland;WK167612;167612;Wijk 12 Haamstede
16761300;Renesse;GM1676;1676;Schouwen-Duiveland;WK167613;167613;Wijk 13 Renesse
16761301;Oude Moolweg en Laone;GM1676;1676;Schouwen-Duiveland;WK167613;167613;Wijk 13 Renesse
16761302;Hoogenboomlaan;GM1676;1676;Schouwen-Duiveland;WK167613;167613;Wijk 13 Renesse
16761303;Lagezoom;GM1676;1676;Schouwen-Duiveland;WK167613;167613;Wijk 13 Renesse
16761309;Verspreide huizen ten westen van Renesse;GM1676;1676;Schouwen-Duiveland;WK167613;167613;Wijk 13 Renesse
16761400;Noordwelle;GM1676;1676;Schouwen-Duiveland;WK167614;167614;Wijk 14 Noordwelle
16761409;Verspreide huizen Noordwelle;GM1676;1676;Schouwen-Duiveland;WK167614;167614;Wijk 14 Noordwelle
16761500;Serooskerke;GM1676;1676;Schouwen-Duiveland;WK167615;167615;Wijk 15 Serooskerke
16761509;Verspreide huizen Serooskerke;GM1676;1676;Schouwen-Duiveland;WK167615;167615;Wijk 15 Serooskerke
16769997;Groot binnenwater;GM1676;1676;Schouwen-Duiveland;WK167699;167699;Groot water
16769998;Buitenwater;GM1676;1676;Schouwen-Duiveland;WK167699;167699;Groot water
16800000;Annen;GM1680;1680;Aa en Hunze;WK168000;168000;Wijk 00 Annen
16800009;Verspreide huizen Annen;GM1680;1680;Aa en Hunze;WK168000;168000;Wijk 00 Annen
16800100;Eext;GM1680;1680;Aa en Hunze;WK168001;168001;Wijk 01 Eext
16800109;Verspreide huizen Eext;GM1680;1680;Aa en Hunze;WK168001;168001;Wijk 01 Eext
16800200;Anloo;GM1680;1680;Aa en Hunze;WK168002;168002;Wijk 02 Anloo
16800209;Verspreide huizen Anloo;GM1680;1680;Aa en Hunze;WK168002;168002;Wijk 02 Anloo
16800300;Gasteren;GM1680;1680;Aa en Hunze;WK168003;168003;Wijk 03 Gasteren
16800309;Verspreide huizen Gasteren;GM1680;1680;Aa en Hunze;WK168003;168003;Wijk 03 Gasteren
16800400;Anderen;GM1680;1680;Aa en Hunze;WK168004;168004;Wijk 04 Anderen
16800409;Verspreide huizen Anderen;GM1680;1680;Aa en Hunze;WK168004;168004;Wijk 04 Anderen
16800500;Schipborg;GM1680;1680;Aa en Hunze;WK168005;168005;Wijk 05 Schipborg
16800509;Verspreide huizen Schipborg;GM1680;1680;Aa en Hunze;WK168005;168005;Wijk 05 Schipborg
16800600;Eexterveen;GM1680;1680;Aa en Hunze;WK168006;168006;Wijk 06 Eexterveen
16800609;Verspreide huizen Eexterveen;GM1680;1680;Aa en Hunze;WK168006;168006;Wijk 06 Eexterveen
16800700;Spijkerboor;GM1680;1680;Aa en Hunze;WK168007;168007;Wijk 07 Spijkerboor
16800709;Verspreide huizen Spijkerboor;GM1680;1680;Aa en Hunze;WK168007;168007;Wijk 07 Spijkerboor
16800800;Nieuw-Annerveen;GM1680;1680;Aa en Hunze;WK168008;168008;Wijk 08 Nieuw-Annerveen
16800809;Verspreide huizen Nieuw-Annerveen;GM1680;1680;Aa en Hunze;WK168008;168008;Wijk 08 Nieuw-Annerveen
16800900;Oud-Annerveen;GM1680;1680;Aa en Hunze;WK168009;168009;Wijk 09 Oud-Annerveen
16800909;Verspreide huizen Oud-Annerveen;GM1680;1680;Aa en Hunze;WK168009;168009;Wijk 09 Oud-Annerveen
16801100;Annerveenschekanaal;GM1680;1680;Aa en Hunze;WK168011;168011;Wijk 11 Annerveenschekanaal
16801109;Verspreide huizen Annerveenschekanaal;GM1680;1680;Aa en Hunze;WK168011;168011;Wijk 11 Annerveenschekanaal
16801200;Eexterveenschekanaal;GM1680;1680;Aa en Hunze;WK168012;168012;Wijk 12 Eexterveenschekanaal
16801209;Verspreide huizen Eexterveenschekanaal;GM1680;1680;Aa en Hunze;WK168012;168012;Wijk 12 Eexterveenschekanaal
16801300;Eexterzandvoort;GM1680;1680;Aa en Hunze;WK168013;168013;Wijk 13 Eexterzandvoort
16801309;Verspreide huizen Eexterzandvoort;GM1680;1680;Aa en Hunze;WK168013;168013;Wijk 13 Eexterzandvoort
16801400;Gasselte;GM1680;1680;Aa en Hunze;WK168014;168014;Wijk 14 Gasselte
16801401;Kostvlies;GM1680;1680;Aa en Hunze;WK168014;168014;Wijk 14 Gasselte
16801409;Verspreide huizen Gasselte;GM1680;1680;Aa en Hunze;WK168014;168014;Wijk 14 Gasselte
16801500;Gasselternijveen;GM1680;1680;Aa en Hunze;WK168015;168015;Wijk 15 Gasselternijveen
16801501;Gasselterboerveen;GM1680;1680;Aa en Hunze;WK168015;168015;Wijk 15 Gasselternijveen
16801509;Verspreide huizen Gasselternijveen;GM1680;1680;Aa en Hunze;WK168015;168015;Wijk 15 Gasselternijveen
16801600;Gasselternijveenschemond;GM1680;1680;Aa en Hunze;WK168016;168016;Wijk 16 Gasselternijveenschemond
16801601;Gasselterboerveenschemond;GM1680;1680;Aa en Hunze;WK168016;168016;Wijk 16 Gasselternijveenschemond
16801609;Verspreide huizen Gasselternijveenschemond;GM1680;1680;Aa en Hunze;WK168016;168016;Wijk 16 Gasselternijveenschemond
16801700;Gieten;GM1680;1680;Aa en Hunze;WK168017;168017;Wijk 17 Gieten
16801709;Verspreide huizen Gieten;GM1680;1680;Aa en Hunze;WK168017;168017;Wijk 17 Gieten
16801800;Gieterveen;GM1680;1680;Aa en Hunze;WK168018;168018;Wijk 18 Gieterveen
16801801;Bonnerveen;GM1680;1680;Aa en Hunze;WK168018;168018;Wijk 18 Gieterveen
16801802;Nieuwediep;GM1680;1680;Aa en Hunze;WK168018;168018;Wijk 18 Gieterveen
16801809;Verspreide huizen Gieterveen;GM1680;1680;Aa en Hunze;WK168018;168018;Wijk 18 Gieterveen
16801900;Rolde;GM1680;1680;Aa en Hunze;WK168019;168019;Wijk 19 Rolde
16801901;Ballo;GM1680;1680;Aa en Hunze;WK168019;168019;Wijk 19 Rolde
16801902;Nijlande;GM1680;1680;Aa en Hunze;WK168019;168019;Wijk 19 Rolde
16801903;Deurze;GM1680;1680;Aa en Hunze;WK168019;168019;Wijk 19 Rolde
16801908;Verspreide huizen Nooitgedacht;GM1680;1680;Aa en Hunze;WK168019;168019;Wijk 19 Rolde
16801909;Verspreide huizen Rolde;GM1680;1680;Aa en Hunze;WK168019;168019;Wijk 19 Rolde
16802000;Grolloo;GM1680;1680;Aa en Hunze;WK168020;168020;Wijk 20 Grolloo
16802001;Schoonloo;GM1680;1680;Aa en Hunze;WK168020;168020;Wijk 20 Grolloo
16802008;Verspreide huizen Papenvoort;GM1680;1680;Aa en Hunze;WK168020;168020;Wijk 20 Grolloo
16802009;Verspreide huizen Grolloo;GM1680;1680;Aa en Hunze;WK168020;168020;Wijk 20 Grolloo
16802100;Ekehaar;GM1680;1680;Aa en Hunze;WK168021;168021;Wijk 21 Ekehaar
16802101;Amen;GM1680;1680;Aa en Hunze;WK168021;168021;Wijk 21 Ekehaar
16802109;Verspreide huizen Ekehaar;GM1680;1680;Aa en Hunze;WK168021;168021;Wijk 21 Ekehaar
16810001;Valthe;GM1681;1681;Borger-Odoorn;WK168100;168100;Valthe
16810009;Valthe Buitengebied;GM1681;1681;Borger-Odoorn;WK168100;168100;Valthe
16810101;Kavelingen;GM1681;1681;Borger-Odoorn;WK168101;168101;Valthermond
16810102;Valthermond Plaats 60;GM1681;1681;Borger-Odoorn;WK168101;168101;Valthermond
16810103;Valthermond Mondenweg;GM1681;1681;Borger-Odoorn;WK168101;168101;Valthermond
16810104;Valthermond Plaats 84;GM1681;1681;Borger-Odoorn;WK168101;168101;Valthermond
16810109;Valthermond Buitengebied;GM1681;1681;Borger-Odoorn;WK168101;168101;Valthermond
16810209;Westdorp;GM1681;1681;Borger-Odoorn;WK168102;168102;Westdorp
16810309;Zandberg;GM1681;1681;Borger-Odoorn;WK168103;168103;Zandberg
16817901;1e Exloërmond;GM1681;1681;Borger-Odoorn;WK168179;168179;1e Exloërmond
16817909;1e Exloërmond Buitengebied;GM1681;1681;Borger-Odoorn;WK168179;168179;1e Exloërmond
16818001;2e Exloërmond Oost;GM1681;1681;Borger-Odoorn;WK168180;168180;2e Exloërmond
16818002;2e Exloërmond West;GM1681;1681;Borger-Odoorn;WK168180;168180;2e Exloërmond
16818003;Kijlen;GM1681;1681;Borger-Odoorn;WK168180;168180;2e Exloërmond
16818009;2e Exloërmond Buitengebied;GM1681;1681;Borger-Odoorn;WK168180;168180;2e Exloërmond
16818109;2e Valthermond;GM1681;1681;Borger-Odoorn;WK168181;168181;2e Valthermond
16818201;Marslanden;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818202;Oud Borger;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818203;Hunzedal;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818204;Daalkampen;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818205;Noordesch;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818206;Borger-Centrum;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818209;Borger Buitengebied;GM1681;1681;Borger-Odoorn;WK168182;168182;Borger
16818309;Bronneger;GM1681;1681;Borger-Odoorn;WK168183;168183;Bronneger
16818409;Bronnegerveen;GM1681;1681;Borger-Odoorn;WK168184;168184;Bronnegerveen
16818501;Buinen;GM1681;1681;Borger-Odoorn;WK168185;168185;Buinen
16818509;Buinen Buitengebied;GM1681;1681;Borger-Odoorn;WK168185;168185;Buinen
16818601;Buinerveen;GM1681;1681;Borger-Odoorn;WK168186;168186;Buinerveen
16818609;Buinerveen Buitengebied;GM1681;1681;Borger-Odoorn;WK168186;168186;Buinerveen
16818701;Drouwen;GM1681;1681;Borger-Odoorn;WK168187;168187;Drouwen
16818709;Drouwen Buitengebied;GM1681;1681;Borger-Odoorn;WK168187;168187;Drouwen
16818801;Drouwenermond;GM1681;1681;Borger-Odoorn;WK168188;168188;Drouwenermond
16818809;Drouwenermond Buitengebied;GM1681;1681;Borger-Odoorn;WK168188;168188;Drouwenermond
16818909;Drouwenerveen;GM1681;1681;Borger-Odoorn;WK168189;168189;Drouwenerveen
16819001;Ees;GM1681;1681;Borger-Odoorn;WK168190;168190;Ees
16819009;Ees Buitengebied;GM1681;1681;Borger-Odoorn;WK168190;168190;Ees
16819109;Eesergroen;GM1681;1681;Borger-Odoorn;WK168191;168191;Eesergroen
16819209;Eeserveen;GM1681;1681;Borger-Odoorn;WK168192;168192;Eeserveen
16819309;Ellertshaar;GM1681;1681;Borger-Odoorn;WK168193;168193;Ellertshaar
16819409;Exloërveen;GM1681;1681;Borger-Odoorn;WK168194;168194;Exloërveen
16819501;Westeresch;GM1681;1681;Borger-Odoorn;WK168195;168195;Exloo
16819502;Noorderesch;GM1681;1681;Borger-Odoorn;WK168195;168195;Exloo
16819503;Oud Exloo;GM1681;1681;Borger-Odoorn;WK168195;168195;Exloo
16819509;Exloo Buitengebied;GM1681;1681;Borger-Odoorn;WK168195;168195;Exloo
16819601;Klijndijk;GM1681;1681;Borger-Odoorn;WK168196;168196;Klijndijk
16819609;Klijndijk Buitengebied;GM1681;1681;Borger-Odoorn;WK168196;168196;Klijndijk
16819701;Parklaan west;GM1681;1681;Borger-Odoorn;WK168197;168197;Nieuw-Buinen
16819702;Parklaan Oost;GM1681;1681;Borger-Odoorn;WK168197;168197;Nieuw-Buinen
16819703;Nieuw-Buinen Oost;GM1681;1681;Borger-Odoorn;WK168197;168197;Nieuw-Buinen
16819704;Nieuw-Buinen Midden;GM1681;1681;Borger-Odoorn;WK168197;168197;Nieuw-Buinen
16819705;Nieuw-Buinen West;GM1681;1681;Borger-Odoorn;WK168197;168197;Nieuw-Buinen
16819709;Nieuw-Buinen Buitengebied;GM1681;1681;Borger-Odoorn;WK168197;168197;Nieuw-Buinen
16819801;Langhietskamp;GM1681;1681;Borger-Odoorn;WK168198;168198;Odoorn
16819802;Oud Odoorn;GM1681;1681;Borger-Odoorn;WK168198;168198;Odoorn
16819803;Nieuwe Kampen;GM1681;1681;Borger-Odoorn;WK168198;168198;Odoorn
16819809;Odoorn Buitengebied;GM1681;1681;Borger-Odoorn;WK168198;168198;Odoorn
16819901;Odoornerveen;GM1681;1681;Borger-Odoorn;WK168199;168199;Odoornerveen
16819909;Odoornerveen Buitengebied;GM1681;1681;Borger-Odoorn;WK168199;168199;Odoornerveen
16840116;Linden buitengebied;GM1684;1684;Cuijk;WK168401;168401;Linden
16840118;Linden kern;GM1684;1684;Cuijk;WK168401;168401;Linden
16840207;Katwijk buitengebied;GM1684;1684;Cuijk;WK168402;168402;Katwijk
16840209;Katwijk kern;GM1684;1684;Cuijk;WK168402;168402;Katwijk
16840217;Katwijk havengebied;GM1684;1684;Cuijk;WK168402;168402;Katwijk
16840303;Vianen kern;GM1684;1684;Cuijk;WK168403;168403;Vianen
16840315;Vianen buitengebied;GM1684;1684;Cuijk;WK168403;168403;Vianen
16840410;Beers kern;GM1684;1684;Cuijk;WK168404;168404;Beers
16840419;Beers buitengebied;GM1684;1684;Cuijk;WK168404;168404;Beers
16840601;Cuijk Padbroek;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16840602;Cuijk kern;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16840611;Cuijk industriegebied;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16840612;Cuijk buitengebied ten westen;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16840613;Cuijk Heeswijkse Kampen;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16840614;Cuijk buitengebied ten zuid-westen;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16840620;Cuijk De Valuwe;GM1684;1684;Cuijk;WK168406;168406;Cuijk
16841105;Haps kern;GM1684;1684;Cuijk;WK168411;168411;Haps
16841106;Haps buitengebied;GM1684;1684;Cuijk;WK168411;168411;Haps
16841404;Sint Agatha kern;GM1684;1684;Cuijk;WK168414;168414;Sint Agatha
16841408;Sint Agatha buitengebied;GM1684;1684;Cuijk;WK168414;168414;Sint Agatha
16850000;Schaijk;GM1685;1685;Landerd;WK168500;168500;Wijk 00 Schaijk
16850007;Verspreide huizen Schaijkse Heide;GM1685;1685;Landerd;WK168500;168500;Wijk 00 Schaijk
16850008;Verspreide huizen Mun;GM1685;1685;Landerd;WK168500;168500;Wijk 00 Schaijk
16850009;Overige verspreide huizen;GM1685;1685;Landerd;WK168500;168500;Wijk 00 Schaijk
16850100;Reek;GM1685;1685;Landerd;WK168501;168501;Wijk 01 Reek
16850109;Verspreide huizen Reekse Heide en Bovenland;GM1685;1685;Landerd;WK168501;168501;Wijk 01 Reek
16850200;Zeeland;GM1685;1685;Landerd;WK168502;168502;Wijk 02 Zeeland
16850201;Nabbegat-Voederheil;GM1685;1685;Landerd;WK168502;168502;Wijk 02 Zeeland
16850202;Oventje;GM1685;1685;Landerd;WK168502;168502;Wijk 02 Zeeland
16850207;Verspreide huizen Trent-Graspeel;GM1685;1685;Landerd;WK168502;168502;Wijk 02 Zeeland
16850208;Verspreide huizen Zevenhuis;GM1685;1685;Landerd;WK168502;168502;Wijk 02 Zeeland
16850209;Verspreide huizen Duifhuis-Kreitsberg;GM1685;1685;Landerd;WK168502;168502;Wijk 02 Zeeland
16850909;Verspreide huizen Peel;GM1685;1685;Landerd;WK168509;168509;Wijk 09 Verspreide huizen Zeeland
16900000;Zuidwolde kern;GM1690;1690;De Wolden;WK169000;169000;Wijk 00 Zuidwolde
16900009;Verspreide huizen Zuidwolde;GM1690;1690;De Wolden;WK169000;169000;Wijk 00 Zuidwolde
16900100;Alteveer;GM1690;1690;De Wolden;WK169001;169001;Wijk 01 Alteveer
16900109;Verspreide huizen Alteveer;GM1690;1690;De Wolden;WK169001;169001;Wijk 01 Alteveer
16900200;Kerkenveld;GM1690;1690;De Wolden;WK169002;169002;Wijk 02 Kerkenveld
16900209;Verspreide huizen Kerkenveld;GM1690;1690;De Wolden;WK169002;169002;Wijk 02 Kerkenveld
16900300;Drogteropslagen;GM1690;1690;De Wolden;WK169003;169003;Wijk 03 Drogteropslagen
16900309;Verspreide huizen Drogteropslagen;GM1690;1690;De Wolden;WK169003;169003;Wijk 03 Drogteropslagen
16900400;Linde;GM1690;1690;De Wolden;WK169004;169004;Wijk 04 Linde
16900409;Verspreide huizen Linde;GM1690;1690;De Wolden;WK169004;169004;Wijk 04 Linde
16900500;Fort;GM1690;1690;De Wolden;WK169005;169005;Wijk 05 Fort
16900509;Verspreide huizen Fort;GM1690;1690;De Wolden;WK169005;169005;Wijk 05 Fort
16900600;Veeningen;GM1690;1690;De Wolden;WK169006;169006;Wijk 06 Veeningen
16900609;Verspreide huizen Veeningen;GM1690;1690;De Wolden;WK169006;169006;Wijk 06 Veeningen
16900700;Echten;GM1690;1690;De Wolden;WK169007;169007;Wijk 07 Echten
16900709;Verspreide huizen Echten;GM1690;1690;De Wolden;WK169007;169007;Wijk 07 Echten
16900800;Ruinen;GM1690;1690;De Wolden;WK169008;169008;Wijk 08 Ruinen
16900801;Oldenhave;GM1690;1690;De Wolden;WK169008;169008;Wijk 08 Ruinen
16900802;Ruinerweide;GM1690;1690;De Wolden;WK169008;169008;Wijk 08 Ruinen
16900803;Leeuwte;GM1690;1690;De Wolden;WK169008;169008;Wijk 08 Ruinen
16900804;Hees;GM1690;1690;De Wolden;WK169008;169008;Wijk 08 Ruinen
16900809;Verspreide huizen Ruinen;GM1690;1690;De Wolden;WK169008;169008;Wijk 08 Ruinen
16900900;Eursinge en Pesse;GM1690;1690;De Wolden;WK169009;169009;Wijk 09 Eursinge
16900909;Verspreide huizen Pesse;GM1690;1690;De Wolden;WK169009;169009;Wijk 09 Eursinge
16901000;Ansen;GM1690;1690;De Wolden;WK169010;169010;Wijk 10 Ansen
16901009;Verspreide huizen Ansen;GM1690;1690;De Wolden;WK169010;169010;Wijk 10 Ansen
16901100;Ruinerwold;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901101;Haakswold;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901102;Oosteinde;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901103;Berghuizen;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901104;Weerwille;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901105;Oosteinde-Buiten;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901109;Ruinerwold-Buiten;GM1690;1690;De Wolden;WK169011;169011;Wijk 11 Ruinerwold
16901200;Koekange;GM1690;1690;De Wolden;WK169012;169012;Wijk 12 Koekange
16901201;Koekange Noord;GM1690;1690;De Wolden;WK169012;169012;Wijk 12 Koekange
16901202;Koekange Zuid;GM1690;1690;De Wolden;WK169012;169012;Wijk 12 Koekange
16901203;Koekangerveld;GM1690;1690;De Wolden;WK169012;169012;Wijk 12 Koekange
16901209;Verspreide huizen Koekange;GM1690;1690;De Wolden;WK169012;169012;Wijk 12 Koekange
16901300;De Wijk;GM1690;1690;De Wolden;WK169013;169013;Wijk 13 De Wijk
16901309;Verspreide huizen De Wijk;GM1690;1690;De Wolden;WK169013;169013;Wijk 13 De Wijk
16950000;Kortgene-Dorp;GM1695;1695;Noord-Beveland;WK169500;169500;Wijk 00 Kortgene
16950001;Kortgene-Oost;GM1695;1695;Noord-Beveland;WK169500;169500;Wijk 00 Kortgene
16950009;Verspreide huizen Kortgene;GM1695;1695;Noord-Beveland;WK169500;169500;Wijk 00 Kortgene
16950100;Colijnsplaat;GM1695;1695;Noord-Beveland;WK169501;169501;Wijk 01 Colijnsplaat
16950109;Verspreide huizen Colijnsplaat;GM1695;1695;Noord-Beveland;WK169501;169501;Wijk 01 Colijnsplaat
16950200;Kats;GM1695;1695;Noord-Beveland;WK169502;169502;Wijk 02 Kats
16950209;Verspreide huizen Kats;GM1695;1695;Noord-Beveland;WK169502;169502;Wijk 02 Kats
16950300;Kamperland;GM1695;1695;Noord-Beveland;WK169503;169503;Wijk 03 Kamperland
16950301;Recreatiegebied Kamperland;GM1695;1695;Noord-Beveland;WK169503;169503;Wijk 03 Kamperland
16950309;Verspreide huizen Kamperland;GM1695;1695;Noord-Beveland;WK169503;169503;Wijk 03 Kamperland
16950400;Wissenkerke;GM1695;1695;Noord-Beveland;WK169504;169504;Wijk 04 Wissenkerke
16950409;Verspreide huizen Wissenkerke;GM1695;1695;Noord-Beveland;WK169504;169504;Wijk 04 Wissenkerke
16950500;Geersdijk;GM1695;1695;Noord-Beveland;WK169505;169505;Wijk 05 Geersdijk
16950509;Verspreide huizen Geersdijk;GM1695;1695;Noord-Beveland;WK169505;169505;Wijk 05 Geersdijk
16959997;Groot binnenwater;GM1695;1695;Noord-Beveland;WK169599;169599;Groot water
16959998;Buitenwater;GM1695;1695;Noord-Beveland;WK169599;169599;Groot water
16960000;'s-Graveland;GM1696;1696;Wijdemeren;WK169600;169600;Wijk 00 's-Graveland
16960100;Oud-Kortenhoef;GM1696;1696;Wijdemeren;WK169601;169601;Wijk 01 Kortenhoef
16960101;Rade, Oranjebuurt, Munniksveen en omgeving;GM1696;1696;Wijdemeren;WK169601;169601;Wijk 01 Kortenhoef
16960102;Moleneind;GM1696;1696;Wijdemeren;WK169601;169601;Wijk 01 Kortenhoef
16960103;Kromme Rade;GM1696;1696;Wijdemeren;WK169601;169601;Wijk 01 Kortenhoef
16960200;Ankeveen;GM1696;1696;Wijdemeren;WK169602;169602;Wijk 02 Ankeveen
16960201;Ankeveense Rade;GM1696;1696;Wijdemeren;WK169602;169602;Wijk 02 Ankeveen
16960202;Hollandsch Ankeveen;GM1696;1696;Wijdemeren;WK169602;169602;Wijk 02 Ankeveen
16960300;Oud-Loosdrecht;GM1696;1696;Wijdemeren;WK169603;169603;Wijk 03 Loosdrecht
16960400;Nieuw-Loosdrechtsedijk;GM1696;1696;Wijdemeren;WK169604;169604;Wijk 04 Nieuw-Loosdrecht
16960401;Muijeveld;GM1696;1696;Wijdemeren;WK169604;169604;Wijk 04 Nieuw-Loosdrecht
16960402;Boomhoek;GM1696;1696;Wijdemeren;WK169604;169604;Wijk 04 Nieuw-Loosdrecht
16960500;Breukeleveen;GM1696;1696;Wijdemeren;WK169605;169605;Wijk 05 Breukeleveen
16960601;Horn- en Kuijerpolder;GM1696;1696;Wijdemeren;WK169606;169606;Wijk 06 Nederhorst den Berg
16960602;Blijkpolder;GM1696;1696;Wijdemeren;WK169606;169606;Wijk 06 Nederhorst den Berg
16960603;Horstermeer;GM1696;1696;Wijdemeren;WK169606;169606;Wijk 06 Nederhorst den Berg
16960604;Splegelpolder;GM1696;1696;Wijdemeren;WK169606;169606;Wijk 06 Nederhorst den Berg
16990000;Roden;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990010;Roden West;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990020;Industrieterrein Roden;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990030;Nieuw-Roden;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990040;Nietap;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990050;Leutingewolde;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990060;Foxwolde;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990070;Roderwolde;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990080;Sandebuur;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990090;Lieveren;GM1699;1699;Noordenveld;WK169900;169900;Wijk 00 Roden
16990100;Roderesch;GM1699;1699;Noordenveld;WK169901;169901;Wijk 01 Roden
16990110;Steenbergen;GM1699;1699;Noordenveld;WK169901;169901;Wijk 01 Roden
16990120;Buitengebied Roden Noord;GM1699;1699;Noordenveld;WK169901;169901;Wijk 01 Roden
16990130;Buitengebied Roden Zuid;GM1699;1699;Noordenveld;WK169901;169901;Wijk 01 Roden
16990140;Buitengebied Roden West;GM1699;1699;Noordenveld;WK169901;169901;Wijk 01 Roden
16990300;Norg;GM1699;1699;Noordenveld;WK169903;169903;Wijk 03 Norg
16990310;Een;GM1699;1699;Noordenveld;WK169903;169903;Wijk 03 Norg
16990320;Langelo;GM1699;1699;Noordenveld;WK169903;169903;Wijk 03 Norg
16990330;Peest;GM1699;1699;Noordenveld;WK169903;169903;Wijk 03 Norg
16990340;Zuidvelde;GM1699;1699;Noordenveld;WK169903;169903;Wijk 03 Norg
